timestamp,temperature,relative_humidity,
52414,19.1099,21.9083,
52474,19.1149,21.6033,
52534,19.1318,21.8239,
52594,19.1412,23.9478,
52655,19.1213,22.9754,
52715,19.1471,24.2167,
52775,19.1595,23.5618,
52835,19.1637,23.3365,
52895,19.1494,22.9511,
52955,19.1585,24.2072,
53016,19.1578,23.3216,
53076,19.1425,21.0064,
53136,19.1339,23.0288,
53196,19.0883,22.6554,
53256,19.1112,22.1773,
53317,19.1025,22.0235,
53377,19.1496,22.0373,
53437,19.1637,21.1507,
53497,19.1706,23.8605,
53557,19.1395,22.0641,
53617,19.1673,21.5211,
53678,19.1612,21.2259,
53738,19.2205,19.8217,
53798,19.2173,20.2761,
53858,19.2051,21.0964,
53918,19.2152,20.2728,
53979,19.1917,19.4965,
54039,19.2101,19.169,
54099,19.227,18.7698,
54159,19.1992,18.2953,
54219,19.2078,18.007,
54280,19.2097,18.0616,
54340,19.1803,17.6487,
54400,19.1851,17.8655,
54460,19.2135,17.4226,
54520,19.2104,18.0128,
54580,19.2335,18.0665,
54641,19.2369,19.2137,
54701,19.2339,19.34,
54761,19.2423,19.3111,
54821,19.2892,20.2629,
54881,19.2804,19.7461,
54942,19.3079,21.2982,
55002,19.2911,19.7889,
55062,19.3384,19.528,
55122,19.3289,19.5865,
55182,19.3298,20.2952,
55242,19.3161,19.5789,
55303,19.3416,20.5945,
55363,19.3105,19.7489,
55423,19.3311,19.8795,
55483,19.3176,19.6268,
55543,19.3199,19.8847,
55604,19.3678,20.2496,
55664,19.3787,18.9462,
55724,19.3897,19.447,
55784,19.3838,19.8737,
55844,19.3672,19.8905,
55904,19.3338,20.4944,
55965,19.3483,20.0141,
56025,19.3281,20.0614,
56085,19.3376,19.0389,
56145,19.3378,19.598,
56205,19.2942,19.5939,
56266,19.2793,20.5267,
56326,19.2749,19.9136,
56386,19.2913,19.7227,
56446,19.3249,19.8847,
56506,19.3209,19.2347,
56567,19.3228,19.9991,
56627,19.335,19.4441,
56687,19.3886,19.2724,
56747,19.3924,19.1865,
56807,19.3622,19.3642,
56867,19.4372,18.7683,
56928,19.4181,19.5176,
56988,19.3733,19.6439,
57048,19.3636,20.0945,
57108,19.3933,19.5232,
57168,19.3775,19.7268,
57229,19.3735,19.2327,
57289,19.375,19.7916,
57349,19.4135,19.5429,
57409,19.4174,20.5713,
57469,19.4069,19.24,
57529,19.3903,18.6428,
57590,19.4033,18.7317,
57650,19.4258,19.1464,
57710,19.3983,18.9951,
57770,19.4109,18.6643,
57830,19.3754,18.8216,
57891,19.4244,19.2186,
57951,19.4591,19.0701,
58011,19.4166,18.9906,
58071,19.4736,19.5024,
58131,19.4813,19.1388,
58192,19.4889,19.1153,
