timestamp,temperature,relative_humidity,
744,21.7991,16.2146,
754,21.7876,16.3276,
764,21.7939,16.6088,
774,21.78,16.6128,
784,21.7646,16.3057,
794,21.752,16.363,
804,21.7937,16.2638,
814,21.8107,16.0147,
824,21.7594,15.879,
834,21.7646,15.7199,
844,21.8023,15.9237,
854,21.8069,16.3155,
864,21.7892,16.6285,
874,21.751,17.0506,
884,21.7356,17.0825,
894,21.7205,16.8178,
904,21.739,16.5545,
914,21.7447,16.4104,
924,21.7672,17.7695,
934,21.7611,17.3697,
944,21.7583,16.7795,
954,21.7859,16.2066,
964,21.7348,15.9867,
974,21.7758,15.8034,
984,21.7481,16.455,
994,21.7321,16.8558,
1004,21.7291,16.823,
1014,21.7359,16.7923,
1024,21.7558,16.7057,
1034,21.7191,16.8231,
1044,21.6867,16.8256,
1054,21.6721,16.812,
1064,21.6741,17.1129,
1074,21.6976,16.9876,
1084,21.7218,17.0012,
1094,21.6619,16.8866,
1104,21.6778,16.8719,
1114,21.7098,16.9467,
1124,21.6711,16.6468,
1134,21.6461,16.7071,
1144,21.6783,17.0284,
1154,21.6505,16.8593,
1164,21.6688,16.6772,
1174,21.6671,16.9387,
1184,21.6953,16.6553,
1194,21.661,16.6655,
1204,21.685,16.6306,
1214,21.641,16.5133,
1224,21.6577,16.5223,
1233,21.6566,16.7521,
1243,21.6488,16.7644,
1253,21.6654,16.9281,
1263,21.6646,16.8742,
1273,21.6675,16.7248,
1283,21.6734,16.476,
1293,21.6854,16.3927,
1303,21.6902,16.4372,
1313,21.7186,16.5405,
1323,21.7056,16.6395,
1333,21.7007,16.6098,
1343,21.6717,16.4439,
1353,21.7012,16.6993,
1363,21.7016,16.915,
1373,21.6524,16.7956,
1383,21.6718,16.5464,
1393,21.6558,16.2743,
