timestamp,temperature,relative_humidity,
221511,20.3625,16.9715,
221571,20.3297,16.7099,
221631,20.1841,16.8529,
221691,20.2465,16.874,
221751,20.3235,16.8973,
221811,20.3663,16.7907,
221870,20.2944,16.693,
221930,20.3129,16.8186,
221990,20.4639,16.8559,
222050,20.3857,16.4452,
222110,20.2289,16.6645,
222170,20.1496,16.8993,
222230,20.0716,16.7341,
222290,19.9715,16.9243,
222350,19.9133,16.915,
222410,19.9922,16.9154,
222470,20.0678,17.3764,
222530,20.0768,16.8742,
222590,20.2181,16.8342,
222650,20.256,16.6802,
222710,20.1153,16.839,
222770,20.2425,16.8849,
222830,20.2093,16.8046,
222890,20.1887,17.0382,
222950,20.1509,16.8032,
223010,20.0674,16.7636,
223070,20.0411,16.7374,
223130,19.9102,16.8809,
223190,20.0724,16.8551,
223250,20.2352,16.6222,
223310,20.2682,16.5503,
223370,20.4565,16.5573,
223430,20.5311,16.3956,
223490,20.4544,16.3963,
223550,20.158,16.8015,
223610,20.2253,16.6364,
223670,20.0735,16.7571,
223730,20.0681,16.8303,
223790,20.0602,16.7605,
223850,19.944,16.9427,
223910,20.0472,16.8381,
223970,20.0342,16.8624,
224030,20.192,17.0151,
224090,20.2474,16.8736,
224150,20.3585,16.6798,
224210,20.6035,16.39,
224270,20.7136,16.3045,
224330,20.8471,16.0934,
224390,20.8477,15.9601,
224450,20.9351,15.9622,
224510,20.989,15.9011,
224570,21.1183,15.7361,
224630,21.1266,15.7338,
224690,21.2801,15.6628,
224750,21.1769,15.7631,
224810,20.7949,16.1225,
224870,20.6682,16.2574,
224930,20.5517,16.3283,
224990,20.4285,16.5117,
225050,20.4706,16.4712,
225109,20.4355,16.3907,
225169,20.4203,16.6378,
225229,20.4557,16.6524,
225289,20.4733,16.3399,
225349,20.3741,16.5086,
225409,20.2553,16.4531,
225469,20.0615,16.5861,
225529,19.9919,16.6191,
225589,20.089,16.584,
225649,20.101,16.6082,
225709,20.0916,16.6228,
225769,19.8927,16.6863,
225829,20.0319,16.7701,
225889,20.1912,16.5906,
225949,20.2303,16.561,
226009,20.2276,16.464,
226069,20.1851,16.6727,
226129,20.1076,16.6732,
226189,20.3251,16.9082,
226249,20.2173,16.617,
226309,20.2122,16.4002,
226369,20.2349,16.4733,
226429,20.1174,16.5128,
226489,20.0809,16.5715,
226549,19.9167,16.5834,
226609,20.0664,16.7301,
226669,20.3171,16.4227,
226729,20.5023,16.2571,
226789,20.676,16.0795,
226849,20.6875,16.0542,
226909,20.4037,16.2136,
226969,20.2488,16.4494,
227029,20.3026,16.4947,
227089,20.2713,16.4138,
227149,20.3787,16.4201,
227209,20.2839,16.5046,
227269,20.3619,16.4818,
227329,20.6467,16.543,
227389,20.5282,16.1572,
227449,20.5564,16.1747,
227509,20.2301,16.3184,
227569,20.1883,16.5731,
227629,20.2545,16.3907,
227689,20.4174,16.2745,
227749,20.3174,16.3206,
227809,20.2221,16.2779,
227869,20.1218,16.4834,
227929,20.1887,16.5488,
227989,20.1778,16.3489,
228049,20.154,16.5279,
228109,20.0573,16.5906,
228169,20.1168,16.5798,
228229,19.9871,16.6386,
228289,19.9932,16.6203,
228348,20.0546,16.6054,
228408,20.2879,16.4229,
228468,20.5707,16.0971,
228528,20.792,15.7103,
228588,20.7306,15.7684,
228648,20.6281,15.8512,
228708,20.4304,16.0232,
228768,20.2534,16.1291,
228828,20.3508,16.1048,
228888,20.3176,16.126,
228948,20.2219,16.2037,
229008,20.1653,16.2212,
229068,20.0742,16.3732,
229128,20.0693,16.4226,
229188,20.1862,16.3713,
229248,20.1176,16.3349,
229308,19.9898,16.4177,
229368,20.0252,16.5035,
229428,20.0418,16.4936,
229488,20.318,16.3386,
229548,20.6295,15.8892,
229608,20.767,15.7125,
229668,21.0253,15.5727,
229728,20.8666,15.6731,
229788,20.972,15.6598,
229848,21.0504,15.6055,
229908,21.1445,15.6162,
229968,21.1832,15.5077,
230028,21.014,15.5538,
230088,20.5925,15.9708,
230148,20.4964,16.1077,
230208,20.3173,16.2169,
230268,20.2329,16.3269,
230328,20.1904,16.2919,
230388,20.2473,16.4285,
230448,20.235,16.4449,
230508,20.1172,16.4365,
230568,20.0417,16.3441,
230628,20.1454,16.2402,
230688,20.1212,16.2189,
230748,20.0731,16.2856,
230808,20.2793,16.156,
230868,20.2635,16.0597,
230928,20.4252,16.0177,
230988,20.3892,15.8377,
231048,20.2207,16.1366,
231108,20.06,16.3365,
231168,19.9735,16.4167,
231228,20.0159,16.3667,
231288,20.0277,16.2493,
231348,20.0182,16.3696,
231408,19.927,16.3954,
231468,19.9808,16.5452,
231528,19.9814,16.3425,
231588,19.9444,16.251,
231648,19.8792,16.3501,
231708,20.002,16.2077,
231768,20.0237,16.1691,
231828,20.216,16.1288,
231888,20.2753,15.9522,
231948,20.338,15.9602,
232008,20.4666,15.6746,
232068,20.6459,15.7075,
232128,20.7769,15.5366,
232188,20.6007,15.7689,
232248,20.4218,16.0129,
232308,20.4655,15.8935,
232368,20.2898,16.0433,
232428,20.2404,16.1845,
232488,20.1647,16.3044,
232548,20.2303,16.1778,
232607,20.136,16.0435,
232667,20.2171,16.0619,
232727,20.0418,16.0817,
232787,20.0663,16.0577,
232847,20.0971,16.0823,
232907,20.0342,16.0809,
232967,19.9619,16.1256,
233027,20.047,16.0212,
233087,20.2415,15.8907,
233147,20.3278,15.8596,
233207,20.4031,15.8134,
233267,20.2883,15.9187,
233327,20.161,15.9525,
233387,20.2459,15.9354,
233447,20.1898,15.941,
233507,20.0981,15.986,
233567,20.0233,16.124,
233627,19.9434,16.2425,
233687,19.9863,16.4131,
233747,20.1233,15.9496,
233807,20.0979,15.9778,
233867,20.1013,15.8589,
233927,19.9922,15.9645,
233987,19.8536,15.9796,
234047,19.8065,16.0727,
234107,19.9753,15.9197,
234167,19.9621,15.9226,
